include,part,function_name,order,required,argument,argument_list,default,ui,choices,range,validation,validation_args,transformation,transformation_args,design_changes,description,note
TRUE,ui,tabItem,1,TRUE,tabName,,,textInput,,,.validate_inputId,list(allow_NULL=FALSE),.to_string,list(regex='id'),,The name of a tab. This must correspond to the tabName of a menuItem or menuSubItem.,
FALSE,ui,tabItem,2,,,,,,,,,,,,,Contents of the tab.,
FALSE,ui,tabItems,1,,,,,,,,,,,,,Items to put in the container. Each item should be a tabItem.,
TRUE,ui,tableOutput,1,,outputId,,,textInput,,,.validate_outputId,,.to_string,,,output variable to read the table from,
TRUE,ui,tabPanel,1,TRUE,title,,title,textInput,,,,,.to_string,,,Display title for tab,
TRUE,ui,tabPanel,2,,value,,NULL,textInput,,,,,.to_string,,,"The value that should be sent when tabsetPanel reports that this tab is selected. If omitted and tabsetPanel has an id, then the title will be used.",
TRUE,ui,tabPanel,3,,icon,,NULL,pickerInput,icons,,,,.to_icon,,,Optional icon to appear on the tab. This attribute is only valid when using a tabPanel within a navbarPage().,
FALSE,ui,tabPanel,4,,,,,,,,,,,,,UI elements to include within the tab,
TRUE,ui,tabsetPanel,1,,id,,NULL,textInput,,,.validate_inputId,list(allow_NULL=TRUE),.to_string,list(regex='id'),,"If provided, you can use input$id in your server logic to determine which of the current tabs is active. The value will correspond to the value argument that is passed to tabPanel().",
TRUE,ui,tabsetPanel,2,,selected,,NULL,textInput,,,,,.to_string,,,"The value (or, if none was supplied, the title) of the tab that should be selected by default. If NULL, the first tab will be selected.",
TRUE,ui,tabsetPanel,3,,type,,tabs,selectInput,tabsetPanel_types,,,,.to_string,,,,
FALSE,ui,tabsetPanel,4,,position,,NULL,,,,,,,,,,
FALSE,ui,tabsetPanel,5,,,,,,,,,,,,,,
FALSE,ui,tagList,1,,,,,,,,,,,,,,
TRUE,ui,taskItem,1,TRUE,text,,text,textInput,,,,,.to_string,,,The task text.,
TRUE,ui,taskItem,2,,value,,0,numericInput,,"0,100,0.1",.validate_numeric_range,,.to_numeric,,,A percent value to use for the bar.,
TRUE,ui,taskItem,3,,color,,aqua,selectInput,validColors,,,,.to_string,,,A color for the bar. Valid colors are listed in validColors.,
FALSE,ui,taskItem,4,,href,,NULL,textInput,,,,,.to_string,,,An optional URL to link to.,
TRUE,ui,textAreaInput,1,TRUE,inputId,,,textInput,,,.validate_inputId,list(allow_NULL=FALSE),.to_string,list(regex='id'),,The input slot that will be used to access the value.,
TRUE,ui,textAreaInput,2,TRUE,label,,label,textInput,,,,,.to_string,,,"Display label for the control, or NULL for no label.",
TRUE,ui,textAreaInput,3,,value,,NULL,textInput,,,,,.to_string,,,Initial value.,
TRUE,ui,textAreaInput,4,,width,,NULL,textInput,,,.validate_css_unit,,.to_css_unit,,width_css_unit,"The width of the input, e.g. 400px, or 100%; see validateCssUnit().",
TRUE,ui,textAreaInput,5,,height,,NULL,textInput,,,.validate_css_unit,,.to_css_unit,,,"The width of the input, e.g. 400px, or 100%; see validateCssUnit().",
TRUE,ui,textAreaInput,6,,cols,,NULL,numericInput,,,,,.to_numeric,,,"Value of the visible character columns of the input, e.g. 80. This argument will only take effect if there is not a CSS width rule defined for this element; such a rule could come from the width argument of this function or from a containing page layout such as fluidPage().",
TRUE,ui,textAreaInput,7,,rows,,NULL,numericInput,,,,,.to_numeric,,,"The value of the visible character rows of the input, e.g. 6. If the height argument is specified, height will take precedence in the browsers rendering.",
TRUE,ui,textAreaInput,8,,placeholder,,NULL,textInput,,,,,.to_string,,,A character string giving the user a hint as to what can be entered into the control. Internet Explorer 8 and 9 do not support this option.,
TRUE,ui,textAreaInput,9,,resize,,NULL,selectInput,resize,,,,.to_string,,,"Which directions the textarea box can be resized. Can be one of both, none, vertical, and horizontal. The default, NULL, will use the client browsers default setting for resizing textareas.",
TRUE,ui,textInput,1,TRUE,inputId,,,textInput,,,.validate_inputId,list(allow_NULL=FALSE),.to_string,list(regex='id'),,The input slot that will be used to access the value.,
TRUE,ui,textInput,2,TRUE,label,,label,textInput,,,,,.to_string,,,"Display label for the control, or NULL for no label.",
TRUE,ui,textInput,3,,value,,NULL,textInput,,,,,.to_string,,,Initial value.,
TRUE,ui,textInput,4,,width,,NULL,textInput,,,.validate_css_unit,,.to_css_unit,,width_css_unit,"The width of the input, e.g. 400px, or 100%; see validateCssUnit().",
TRUE,ui,textInput,5,,placeholder,,NULL,textInput,,,,,.to_string,,,A character string giving the user a hint as to what can be entered into the control. Internet Explorer 8 and 9 do not support this option.,
TRUE,ui,textOutput,1,TRUE,outputId,,,textInput,,,.validate_outputId,,.to_string,,,output variable to read the value from,
FALSE,ui,textOutput,2,,container,,if (inline) span else div,textInput,,,,,,,,a function to generate an HTML element to contain the text,
TRUE,ui,textOutput,3,,inline,,FALSE,checkboxInput,,,,,,,,use an inline (span()) or block container (div()) for the output,
TRUE,ui,titlePanel,1,TRUE,title,,title,textInput,,,,,.to_string,,,An application title to display,
FALSE,ui,titlePanel,2,,windowTitle,,,,,,,,,,,The title that should be displayed by the browser window.,
TRUE,ui,uiOutput,1,TRUE,outputId,,,textInput,,,.validate_outputId,,.to_string,,,output variable to read the value from,
TRUE,ui,uiOutput,2,,inline,,FALSE,checkboxInput,,,,,,,,use an inline (span()) or block container (div()) for the output,
FALSE,ui,uiOutput,3,,container,,if (inline) span else div,,,,,,,,,,
TRUE,ui,valueBox,1,TRUE,value,,value,textInput,,,,,.to_string,,,The value to display in the box. Usually a number or short text.,
TRUE,ui,valueBox,2,TRUE,subtitle,,subtitle,textInput,,,,,.to_string,,,Subtitle text.,
TRUE,ui,valueBox,3,,icon,,NULL,pickerInput,icons,,,,.to_icon,,,"An icon tag, created by icon.",
TRUE,ui,valueBox,4,,color,,aqua,selectInput,validColors,,,,.to_string,,,A color for the box. Valid colors are listed in validColors.,
TRUE,ui,valueBox,5,,width,,4,numericInput,,"1,12,1",.validate_numeric_range,,.to_numeric,,width_column,"The width of the box, using the Bootstrap grid system. This is used for row-based layouts. The overall width of a region is 12, so the default valueBox width of 4 occupies 1/3 of that width. For column-based layouts, use NULL for the width; the width is set by the column that contains the box.",
FALSE,ui,valueBox,6,,href,,NULL,textInput,,,,,.to_string,,,An optional URL to link to.,
TRUE,ui,verbatimTextOutput,1,TRUE,outputId,,,textInput,,,.validate_outputId,,.to_string,,,output variable to read the value from,
TRUE,ui,verbatimTextOutput,2,,placeholder,,FALSE,checkboxInput,,,,,,,,"if the output is empty or NULL, should an empty rectangle be displayed to serve as a placeholder? (does not affect behavior when the the output in nonempty)",
TRUE,ui,verticalLayout,1,,fluid,,TRUE,checkboxInput,,,,,,,,TRUE to use fluid layout; FALSE to use fixed layout.,
FALSE,ui,verticalLayout,2,,,,,,,,,,,,,Elements to include within the container,
FALSE,ui,wellPanel,1,,,,,,,,,,,,,UI elements to include inside the panel.,
TRUE,ui,colorSelectorDrop,1,TRUE,inputId,,,textInput,,,.validate_inputId,list(allow_NULL=FALSE),.to_string,list(regex='id'),,The input slot that will be used to access the value.,
TRUE,ui,colorSelectorDrop,2,TRUE,label,,label,textInput,,,,,.to_string,,,"Display label for the control, or NULL for no label.",
TRUE,ui,colorSelectorDrop,3,TRUE,choices,,"c('steelblue', 'cornflowerblue', 'firebrick', 'palegoldenrod',  'forestgreen')",selectizeInput,,,,,.to_string_vector,,,"A list of colors, can be a list of named list, see example.",
TRUE,ui,colorSelectorDrop,4,,selected,,NULL,selectInput,sqs_option_ui_choices,,,,.to_string,,,"Default selected color, if NULL the first color for mode = radio and none for mode = checkbox",
TRUE,ui,colorSelectorDrop,5,,display_label,,FALSE,checkboxInput,,,,,,,,Display lists names after palette of color.,
TRUE,ui,colorSelectorDrop,6,,ncol,,10,numericInput,,,,,.to_numeric,,,"If choices is not a list but a vector, go to line after n elements.",
TRUE,ui,colorSelectorDrop,7,,circle,,TRUE,checkboxInput,,,,,,,,"Logical, use a circle or a square button",
TRUE,ui,colorSelectorDrop,8,,size,,sm,selectInput,sw_sizes_2,,,,.to_string,,,"Size of the button : default, lg, sm, xs.",
TRUE,ui,colorSelectorDrop,9,,up,,FALSE,checkboxInput,,,,,,,,Logical. Display the dropdown menu above.,
TRUE,ui,colorSelectorDrop,10,,width,,NULL,textInput,,,,,.to_css_unit,,width_css_unit,Width of the dropdown menu content.,
TRUE,ui,formatNumericInput,1,TRUE,inputId,,,textInput,,,.validate_inputId,list(allow_NULL=FALSE),.to_string,list(regex='id'),,The input slot that will be used to access the value.,
TRUE,ui,formatNumericInput,2,TRUE,label,,label,textInput,,,,,.to_string,,,"Display label for the control, or NULL for no label.",
TRUE,ui,formatNumericInput,3,TRUE,value,,0,numericInput,,,,,.to_numeric,,,Initial value (unformatted).,
TRUE,ui,formatNumericInput,4,,format,,commaDecimalCharDotSeparator,selectInput,currency_format,,,,.to_string,,,A character string specifying the currency format of the input. See Details for possible values.,
TRUE,ui,formatNumericInput,5,,width,,NULL,textInput,,,.validate_css_unit,,.to_css_unit,,width_css_unit,"The width of the input box, eg. 200px or 100%.",
TRUE,ui,formatNumericInput,6,,align,,center,selectInput,alignment,,,,.to_string,,,"The alignment of the text inside the input box, one of center, left, right. Defaults to center.",
TRUE,ui,miniPage,1,,title,,NULL,textInput,,,,,.to_string,,,The title to use for the browser window/tab (it will not be shown in the document).,
FALSE,ui,miniPage,2,,theme,,NULL,,,,,,,,,URL to alternative Bootstrap stylesheet.,
FALSE,ui,miniPage,3,,,,,,,,,,,,,Elements to include within the page.,
TRUE,ui,miniTitleBar,1,TRUE,title,,App,textInput,,,,,.to_string,,,"The title of the gadget. If this needs to be dynamic, pass textOutput with inline = TRUE.",
FALSE,ui,miniTitleBar,2,,left,,NULL,,,,,,,,,"The miniTitleBarButton to put on the left, or NULL for none.",
FALSE,ui,miniTitleBar,3,,right,,NULL,,,,,,,,,"The miniTitleBarButton to put on the right, or NULL for none.",
TRUE,ui,gadgetTitleBar,1,TRUE,title,,App,textInput,,,,,.to_string,,,"The title of the gadget. If this needs to be dynamic, pass textOutput with inline = TRUE.",
FALSE,ui,gadgetTitleBar,2,,left,,miniTitleBarCancelButton(),,,,,,,,,"The miniTitleBarButton to put on the left, or NULL for none.",
FALSE,ui,gadgetTitleBar,3,,right,,"miniTitleBarButton(""done"", ""Done"", primary = TRUE)",,,,,,,,,"The miniTitleBarButton to put on the right, or NULL for none.",
TRUE,ui,miniTitleBarButton,1,TRUE,inputId,,,textInput,,,.validate_inputId,list(allow_NULL=FALSE),.to_string,list(regex='id'),,The input slot that will be used to access the button.,
TRUE,ui,miniTitleBarButton,2,TRUE,label,,Done,textInput,,,,,.to_string,,,The text label to display on the button.,
TRUE,ui,miniTitleBarButton,3,,primary,,FALSE,checkboxInput,,,,,,,,"If TRUE, render the button in a bold color to indicate that it is the primary action of the gadget.",
TRUE,ui,miniTitleBarCancelButton,1,TRUE,inputId,,,textInput,,,.validate_inputId,list(allow_NULL=FALSE),.to_string,list(regex='id'),,The input slot that will be used to access the button.,
TRUE,ui,miniTitleBarCancelButton,2,TRUE,label,,Cancel,textInput,,,,,.to_string,,,The text label to display on the button.,
TRUE,ui,miniTitleBarCancelButton,3,,primary,,FALSE,checkboxInput,,,,,,,,"If TRUE, render the button in a bold color to indicate that it is the primary action of the gadget.",
FALSE,ui,miniTabstripPanel,1,,id,,NULL,,,,,,,,,"If provided, you can use input$id in your server logic to determine which of the current tabs is active. The value will correspond to the value argument that is passed to miniTabPanel.",
FALSE,ui,miniTabstripPanel,2,,selected,,NULL,,,,,,,,,"The value (or, if none was supplied, the title) of the tab that should be selected by default. If NULL, the first tab will be selected.",
FALSE,ui,miniTabstripPanel,3,,between,,NULL,,,,,,,,,A tag or list of tags that should be inserted between the content (above) and tabstrip (below).,
FALSE,ui,miniTabstripPanel,4,,,,,,,,,,,,,"For miniTabstripPanel, miniTabPanel elements to include in the tabset. For miniTabPanel, UI elements to include within the tab.",
TRUE,ui,miniTabPanel,1,TRUE,title,,title,textInput,,,,,.to_string,,,Display title for tab.,
FALSE,ui,miniTabPanel,2,,value,,,,,,,,,,,"The value that should be sent when miniTabstripPanel reports that this tab is selected. If omitted and miniTabstripPanel has an id, then the tabs title will be used as the value.",
TRUE,ui,miniTabPanel,3,,icon,,NULL,pickerInput,icons,,,,.to_icon,,,Icon to appear on the tab; see icon.,
FALSE,ui,miniTabPanel,4,,,,,,,,,,,,,"For miniTabstripPanel, miniTabPanel elements to include in the tabset. For miniTabPanel, UI elements to include within the tab.",
TRUE,ui,miniContentPanel,1,,padding,,15,numericInput,,,,,.to_numeric,,,Amount of padding to apply. Can be numeric (in pixels) or character (e.g. 3em).,
FALSE,ui,miniContentPanel,2,,scrollable,,TRUE,checkboxInput,,,,,,,,"If TRUE, then content large enough to overflow the miniContentPanel will make scrollbars appear.",
FALSE,ui,miniContentPanel,3,,,,,,,,,,,,,"UI objects to be contained in the miniContentPanel. A single htmlwidget or plotOutput with height=100% works well, as do fillRow/fillCol.",
TRUE,ui,miniButtonBlock,1,,border,,top,selectInput,positions_2,,,,.to_string,,,"Zero or more of c(top, bottom), indicating which sides should have borders, if any.",
FALSE,ui,miniButtonBlock,2,,,,,,,,,,,,,One or more actionButton or downloadButton objects.,
